2008-8,PETR4,CSNA3,USIM5,BBDC4,VALE3,GGBR4,PETR3,BBAS3,TUPY3,CMIG4,ITSA4,ELET3,BRAP4,CYRE3,LREN3,ELET6,GOAU4,CPLE6,GOLL4,GFSA3
2008-9,PETR4,CSNA3,PETR3,USIM5,BBDC4,TUPY3,VALE3,GGBR4,BBAS3,CMIG4,ITSA4,CYRE3,BRAP4,ELET3,LREN3,ELET6,GOAU4,GFSA3,MRVE3,CPLE6
2008-10,PETR4,VALE3,BBDC4,PETR3,CSNA3,USIM5,GGBR4,ITSA4,BBAS3,CMIG4,TUPY3,CYRE3,BRAP4,ELET3,ELET6,BBDC3,LREN3,GOAU4,GFSA3,CCRO3
2008-11,PETR4,BBDC4,VALE3,PETR3,USIM5,GGBR4,ITSA4,BBAS3,TUPY3,CSNA3,CMIG4,ELET3,ELET6,CYRE3,BRAP4,GOAU4,LREN3,GFSA3,CCRO3,CPLE6
2008-12,PETR4,BBDC4,PETR3,VALE3,GGBR4,CMIG4,CSNA3,USIM5,BBAS3,ITSA4,ELET6,ELET3,BRAP4,GOAU4,POSI3,LREN3,CYRE3,TUPY3,SBSP3,CCRO3
2009-1,PETR4,BBDC4,VALE3,CSNA3,PETR3,GGBR4,USIM5,BBAS3,ITSA4,CMIG4,BRAP4,ELET3,ELET6,TUPY3,GOAU4,CYRE3,LREN3,CPLE6,GFSA3,CCRO3
2009-2,PETR4,VALE3,PETR3,BBDC4,CSNA3,GGBR4,USIM5,BBAS3,ITSA4,CYRE3,CMIG4,BRAP4,ELET3,GFSA3,ELET6,GOAU4,LREN3,TUPY3,CPLE6,POSI3
2009-3,PETR4,PETR3,BBDC4,VALE3,GGBR4,USIM5,CSNA3,ITSA4,BBAS3,CMIG4,GFSA3,CYRE3,BRAP4,ELET3,ELET6,GOAU4,LREN3,CCRO3,JBSS3,CPLE6
2009-4,PETR4,PETR3,BBDC4,VALE3,BBAS3,USIM5,GGBR4,CSNA3,ITSA4,CMIG4,CYRE3,GFSA3,BRAP4,CSAN3,ELET3,LREN3,ELET6,TUPY3,GOAU4,CPLE6
2009-5,PETR4,PETR3,VALE3,BBDC4,USIM5,GGBR4,CSNA3,ITUB4,ITSA4,CMIG4,BBAS3,TUPY3,GFSA3,CPFE3,LREN3,CYRE3,BRAP4,GOAU4,ELET3,ELET6
2009-6,PETR4,PETR3,BBDC4,ITUB4,GGBR4,USIM5,VALE3,CSNA3,ITSA4,CMIG4,BBAS3,TUPY3,CYRE3,ELET3,GFSA3,GOAU4,MRVE3,LREN3,BRAP4,ELET6
